wanted,position,positionid,from,start,end
Q5076212,Secretary for Energy and Petroleum,Q109830367,Q47531099,2021-09-30,
Q6759579,ambassador to Belgium,Q111232177,Q16151791,2018-07-10,
Q5434731,Deputy Speaker of the National Assembly,Q111232074,Q6297432,2013-03-28,2017-08-22
Q733817,Minister of Home Affairs,Q111236236,Q195725,2002-08-30,2002-12
Q5481874,Secretary for Energy and Petroleum,Q109830367,Q57657,2001-06-11,2002-12-30
