item,itemLabel,startDate,endDate
Q7348821,Robert Bernard Penfold,1966-11-30,1969-05-31
,Joseph Musyimi Lele Ndolo,1969-06-01,1971-06-24
Q97358933,Jackson Kimeu Mulinge,1971-06-25,1986
Q17068551,Mohamud Haji Barrow Mohamed,1986,1996
,Daudi Rerimoi Chepkong'a Tonje,1996,2000-11-30
,Joseph Raymond Edward Kibwana,2000-12-01,2005-08-31
,Jeremiah Mutinda Kianga,2005-09-01,2011-07-12
Q16730584,Julius Waweru Karangi,2011-07-13,2015-05-04
Q62010205,Samson Jefwa Mwathethe,2015-05-05,2020-05-10
Q102290636,Robert Kariuki Kibochi,2020-05-11,
