item,itemLabel,startDate,endDate,psid
Q11854485,Bonaya Godana,1998,2001,Q11854485-46536825-0B22-4DF6-9815-F4BAC5F40837
Q12170059,Raychelle Omamo,2020-01-14,,Q12170059-27331900-090B-43EC-BFA8-6077C7F543AF
Q1395018,Kalonzo Musyoka,2003,2004,Q1395018-48E23F6A-7CF4-43D3-822F-587CB6DCC4F4
Q1395018,Kalonzo Musyoka,1993,1998,Q1395018-BC7DBEA8-3513-49D0-9A56-2427E50217A0
Q16013714,James Nyamweya,1967,1968,Q16013714-03C5731B-9878-4F83-AF5A-10527AA7A278
Q173563,Jomo Kenyatta,1963,1964,Q173563-C67D7B82-8384-419D-AC11-83C7DD9EC8B2
Q18629013,Marsden Madoka,2001,2003,Q18629013-C795D409-7E4D-4AE7-AB68-E50E74D55859
Q21151340,Njoroge Mungai,1969,1974,Q21151340-A3731CA6-5FEC-4937-A979-97E8D2111BA4
Q2189073,Raphael Tuju,2005,2007,Q2189073-C5F1D0E2-0C7C-4850-912A-35A3ABACA405
Q4705081,Sam Ongeri,2012,2013-05-20,Q4705081-47bf4a0f-4dfb-73ba-cd58-df9297dd0769
Q4746345,Amina Mohamed,2013-05-20,2018-02-05,Q4746345-4E64E019-6C31-4BBF-9A9E-4262D29706FA
Q47531099,Monica Juma,2018-02-05,2020-01-14,Q47531099-103cce07-bde7-4a8b-8c7b-d4d1c15f6c0b
Q5101863,Chirau Ali Mwakwere,2004,2005,Q5101863-D8BD8930-5829-448B-B87F-427FD10E1E69
Q5112986,Christopher Obure,2001,2001,Q5112986-3F17A56B-F63C-4607-90AB-AD3022B7C5B6
Q5360973,Elijah Mwangale,1983,1987,Q5360973-6BB49D1C-D959-4CED-AACB-0A5AC8395176
Q58188,Moses Wetangula,2008,2012,Q58188-FD65908C-D44C-4E3F-9D5B-6FE2AB9F78A7
Q6285701,Joseph Murumbi,1964,1966,Q6285701-86D9EC76-359F-4E66-86AD-37A205456227
Q6799700,Mbiyu Koinange,1969,1969,Q6799700-0E12A6F3-4BE7-4E7A-8F86-63C3BC6AFD67
Q6799700,Mbiyu Koinange,1966,1967,Q6799700-43E0F07E-62E8-4C33-8251-794100A54659
Q6937046,Munyua Waiyaki,1974,1979,Q6937046-8058F35A-812E-4DBE-A1B5-BB3D0C96E39F
Q733817,George Saitoti,2010,2011,Q733817-F6BA633E-73BE-406B-8AB2-179B999031F2
Q8023155,Wilson Ndolo Ayah,1990,1993,Q8023155-D0888422-E857-4BBB-9AC0-9E3341CCB259
Q8063982,Zachary Onyonka,1987,1988,Q8063982-81E3ED77-55CB-46F7-822E-E21C9D4D8F82
Q982715,Robert Ouko,1988,1990,Q982715-0EE5FBBE-7AC3-4D10-9DAD-2B2D9353CE84
Q982715,Robert Ouko,1979,1983,Q982715-2F519024-7762-4E20-A418-CD3B4E107B03
