ordinal,item,itemLabel,start,end,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
10,Q4547082,10th Kenyan Parliament,,,,,,,,,,,Q4646589,9th Kenyan Parliament,Q17007305,11th Kenyan Parliament,,,,
9,Q4646589,9th Kenyan Parliament,,,,,,,,,,,,,Q4547082,10th Kenyan Parliament,,,,
11,Q17007305,11th Kenyan Parliament,2013-03-28,,2013-03-28,11,2013-03-28,11,,,,,Q4547082,10th Kenyan Parliament,Q47486410,12th Kenyan Parliament,,,,
12,Q47486410,12th Kenyan Parliament,2017-08-31,,2017-08-31,11,,,,,,,Q17007305,11th Kenyan Parliament,,,,,,
