item,itemLabel,startDate,endDate,psid
Q111177823,Joe Aketch,2003,2004,Q111177823-6D8F42BF-8E9B-45CA-84D0-F5A69FD00BD6
Q111177824,Dick Waweru,2001,2002,Q111177824-F39931A9-E1A6-49A9-9B1B-C88A08764B3A
Q111177826,John Ndirangu Kariuki,1999,2001,Q111177826-E7BC8785-2121-4793-94C1-EDB4E7875255
Q16011042,Ernest Albert Vasey,1941,1942,Q16011042-4A41D67B-D641-4610-BE3F-40AFA1B55F34
Q16011042,Ernest Albert Vasey,1944,1946,Q16011042-63568E77-489E-4B68-905D-0329DB0D51F8
Q19892646,"Gwladys, Lady Delamere",1938,1940,Q19892646-967E8383-8622-4645-89B8-498A0F3AB8C9
Q3706976,Dick Wathika,2004,2008,Q3706976-DBBB88D1-185E-4FD8-BF59-29C70DD2F705
Q47494704,George Aladwa Omwera,2010,2012,Q47494704-569DB036-8194-4854-A991-0AA10616AB58
Q5082206,Charles Rubia,1963,1967,Q5082206-914E07A1-F17F-4420-8F8F-E8A30B27EBBC
Q5360612,Margaret Kenyatta,1970,1976,Q5360612-27A30574-8304-451B-B27E-E8F03460485C
Q5534761,Geoffrey Majiwa,2008,2010,Q5534761-36F3F9EB-4D0A-47A9-8D01-8F807CAD43A1
Q6087219,Israel Somen,1957,1959,Q6087219-34DE35BF-183D-46C8-9E41-8B2B055F3FAC
